商品编码	商品名称	商品简称	品牌	品牌编码	分类	年份	季节	重量	生产方式	主题	厂家货号	供应商	外部编码	备注	规格编码	规格名称	自定义编码	长	宽	高	公司名称	市场价	实际售价	财务成本	采购价	销售价	经销价	箱规	自定义属性1	自定义属性2	自定义属性3	自定义属性4	自定义属性5	自定义属性6	自定义属性7	自定义属性8	自定义属性9	自定义属性10	自定义属性11	自定义属性12	自定义属性13	自定义属性14	自定义属性15	自定义属性16	自定义属性17	自定义属性18	自定义属性19	自定义属性20
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml402	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001402	雷尼原创 甲油胶 12ml/瓶402	PA001402								12				PA001402	402																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml403	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001403	雷尼原创 甲油胶 12ml/瓶403	PA001403								12				PA001403	403																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml404	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001404	雷尼原创 甲油胶 12ml/瓶404	PA001404								12				PA001404	404																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml405	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001405	雷尼原创 甲油胶 12ml/瓶405	PA001405								12				PA001405	405																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml406	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001406	雷尼原创 甲油胶 12ml/瓶406	PA001406								12				PA001406	406																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml407	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001407	雷尼原创 甲油胶 12ml/瓶407	PA001407								12				PA001407	407																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml408	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001408	雷尼原创 甲油胶 12ml/瓶408	PA001408								12				PA001408	408																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml415	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001415	雷尼原创 甲油胶 12ml/瓶415	PA001415								12				PA001415	415																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml416	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001416	雷尼原创 甲油胶 12ml/瓶416	PA001416								12				PA001416	416																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml417	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001417	雷尼原创 甲油胶 12ml/瓶417	PA001417								12				PA001417	417																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml418	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001418	雷尼原创 甲油胶 12ml/瓶418	PA001418								12				PA001418	418																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml419	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001419	雷尼原创 甲油胶 12ml/瓶419	PA001419								12				PA001419	419																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml420	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001420	雷尼原创 甲油胶 12ml/瓶420	PA001420								12				PA001420	420																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml421	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001421	雷尼原创 甲油胶 12ml/瓶421	PA001421								12				PA001421	421																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml422	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001422	雷尼原创 甲油胶 12ml/瓶422	PA001422								12				PA001422	422																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml423	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001423	雷尼原创 甲油胶 12ml/瓶423	PA001423								12				PA001423	423																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml424	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001424	雷尼原创 甲油胶 12ml/瓶424	PA001424								12				PA001424	424																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml425	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001425	雷尼原创 甲油胶 12ml/瓶425	PA001425								12				PA001425	425																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml426	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001426	雷尼原创 甲油胶 12ml/瓶426	PA001426								12				PA001426	426																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml427	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001427	雷尼原创 甲油胶 12ml/瓶427	PA001427								12				PA001427	427																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml428	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001428	雷尼原创 甲油胶 12ml/瓶428	PA001428								12				PA001428	428																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml429	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001429	雷尼原创 甲油胶 12ml/瓶429	PA001429								12				PA001429	429																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml430	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001430	雷尼原创 甲油胶 12ml/瓶430	PA001430								12				PA001430	430																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml431	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001431	雷尼原创 甲油胶 12ml/瓶431	PA001431								12				PA001431	431																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml432	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001432	雷尼原创 甲油胶 12ml/瓶432	PA001432								12				PA001432	432																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml433	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001433	雷尼原创 甲油胶 12ml/瓶433	PA001433								12				PA001433	433																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml434	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001434	雷尼原创 甲油胶 12ml/瓶434	PA001434								12				PA001434	434																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml435	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001435	雷尼原创 甲油胶 12ml/瓶435	PA001435								12				PA001435	435																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml436	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001436	雷尼原创 甲油胶 12ml/瓶436	PA001436								12				PA001436	436																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml437	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001437	雷尼原创 甲油胶 12ml/瓶437	PA001437								12				PA001437	437																		
LNY01001	雷尼原创 甲油胶 12ml/瓶	甲油胶12ml438	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01001438	雷尼原创 甲油胶 12ml/瓶438	PA001438								12				PA001438	438																		
LNY01002	雷尼原创 底胶 12ml/瓶	底胶 12ml	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01002000	雷尼原创 底胶 12ml/瓶	PA002								12				PA002																			
LNY01003	雷尼原创 擦洗封层 12ml/瓶	擦洗封层 12ml	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01003000	雷尼原创 擦洗封层 12ml/瓶	PA003								12				PA003																			
LNY01004	雷尼原创 免洗封层 12ml/瓶	免洗封层 12ml	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01004000	雷尼原创 免洗封层 12ml/瓶	PA004								12				PA004																			
LNY01005	雷尼原创 加固胶 12ml/瓶	加固胶 12ml	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01005000	雷尼原创 加固胶 12ml/瓶	PA005								12				PA005																			
LNY01006	雷尼原创 刷头	刷头	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01006000	雷尼原创 刷头	PA006								0				PA006																			
LNY01007	雷尼原创  PA925套装专用色板 128色	128色色板	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01007000	雷尼原创  PA925套装专用色板 128色	PA007								0				PA007																			
LNY01008	雷尼原创  PA926套装专用色板 247色	247色色板	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01008000	雷尼原创  PA926套装专用色板 247色	PA008								0				PA008																			
LNY01009	雷尼原创 彩钻胶 12g 10色可选	彩钻胶 12g001	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01009001	雷尼原创 彩钻胶 12g 10色可选001	PA009001								20				PA009001	1																		
LNY01009	雷尼原创 彩钻胶 12g 10色可选	彩钻胶 12g002	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01009002	雷尼原创 彩钻胶 12g 10色可选002	PA009002								20				PA009002	2																		
LNY01009	雷尼原创 彩钻胶 12g 10色可选	彩钻胶 12g003	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01009003	雷尼原创 彩钻胶 12g 10色可选003	PA009003								20				PA009003	3																		
LNY01009	雷尼原创 彩钻胶 12g 10色可选	彩钻胶 12g004	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01009004	雷尼原创 彩钻胶 12g 10色可选004	PA009004								20				PA009004	4																		
LNY01009	雷尼原创 彩钻胶 12g 10色可选	彩钻胶 12g005	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01009005	雷尼原创 彩钻胶 12g 10色可选005	PA009005								20				PA009005	5																		
LNY01009	雷尼原创 彩钻胶 12g 10色可选	彩钻胶 12g006	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01009006	雷尼原创 彩钻胶 12g 10色可选006	PA009006								20				PA009006	6																		
LNY01009	雷尼原创 彩钻胶 12g 10色可选	彩钻胶 12g007	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01009007	雷尼原创 彩钻胶 12g 10色可选007	PA009007								20				PA009007	7																		
LNY01009	雷尼原创 彩钻胶 12g 10色可选	彩钻胶 12g008	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01009008	雷尼原创 彩钻胶 12g 10色可选008	PA009008								20				PA009008	8																		
LNY01009	雷尼原创 彩钻胶 12g 10色可选	彩钻胶 12g009	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01009009	雷尼原创 彩钻胶 12g 10色可选009	PA009009								20				PA009009	9																		
LNY01009	雷尼原创 彩钻胶 12g 10色可选	彩钻胶 12g010	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01009010	雷尼原创 彩钻胶 12g 10色可选010	PA009010								20				PA009010	10																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g001	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010001	雷尼原创 笔刷胶 5g 54色可选001	PA010001								15				PA010001	1																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g002	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010002	雷尼原创 笔刷胶 5g 54色可选002	PA010002								15				PA010002	2																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g003	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010003	雷尼原创 笔刷胶 5g 54色可选003	PA010003								15				PA010003	3																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g004	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010004	雷尼原创 笔刷胶 5g 54色可选004	PA010004								15				PA010004	4																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g005	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010005	雷尼原创 笔刷胶 5g 54色可选005	PA010005								15				PA010005	5																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g006	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010006	雷尼原创 笔刷胶 5g 54色可选006	PA010006								15				PA010006	6																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g007	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010007	雷尼原创 笔刷胶 5g 54色可选007	PA010007								15				PA010007	7																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g008	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010008	雷尼原创 笔刷胶 5g 54色可选008	PA010008								15				PA010008	8																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g009	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010009	雷尼原创 笔刷胶 5g 54色可选009	PA010009								15				PA010009	9																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g010	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010010	雷尼原创 笔刷胶 5g 54色可选010	PA010010								15				PA010010	10																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g011	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010011	雷尼原创 笔刷胶 5g 54色可选011	PA010011								15				PA010011	11																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g012	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010012	雷尼原创 笔刷胶 5g 54色可选012	PA010012								15				PA010012	12																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g013	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010013	雷尼原创 笔刷胶 5g 54色可选013	PA010013								15				PA010013	13																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g014	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010014	雷尼原创 笔刷胶 5g 54色可选014	PA010014								15				PA010014	14																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g015	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010015	雷尼原创 笔刷胶 5g 54色可选015	PA010015								15				PA010015	15																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g016	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010016	雷尼原创 笔刷胶 5g 54色可选016	PA010016								15				PA010016	16																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g017	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010017	雷尼原创 笔刷胶 5g 54色可选017	PA010017								15				PA010017	17																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g018	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010018	雷尼原创 笔刷胶 5g 54色可选018	PA010018								15				PA010018	18																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g019	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010019	雷尼原创 笔刷胶 5g 54色可选019	PA010019								15				PA010019	19																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g020	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010020	雷尼原创 笔刷胶 5g 54色可选020	PA010020								15				PA010020	20																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g021	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010021	雷尼原创 笔刷胶 5g 54色可选021	PA010021								15				PA010021	21																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g022	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010022	雷尼原创 笔刷胶 5g 54色可选022	PA010022								15				PA010022	22																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g023	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010023	雷尼原创 笔刷胶 5g 54色可选023	PA010023								15				PA010023	23																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g024	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010024	雷尼原创 笔刷胶 5g 54色可选024	PA010024								15				PA010024	24																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g025	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010025	雷尼原创 笔刷胶 5g 54色可选025	PA010025								15				PA010025	25																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g026	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010026	雷尼原创 笔刷胶 5g 54色可选026	PA010026								15				PA010026	26																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g027	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010027	雷尼原创 笔刷胶 5g 54色可选027	PA010027								15				PA010027	27																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g028	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010028	雷尼原创 笔刷胶 5g 54色可选028	PA010028								15				PA010028	28																		
LNY01010	雷尼原创 笔刷胶 5g 54色可选	笔刷胶 5g029	雷尼原创	LNY								广州雷尼化妆品贸易有限公司			LNY01010029	雷尼原创 笔刷胶 5g 54色可选029	PA010029								15				PA010029	29																		
